Query	Document	Answer	Context_Relevance_Label	Answer_Faithfulness_Label	Answer_Relevance_Label
Ocurre un cuasi-accidente sin lesión en una MiPyme. ¿Debo investigar un incidente aunque no haya lesión?	4. Definición de Recursos: Debe definir y asignar los recursos financieros, técnicos y el personal necesario para el diseño, implementación, revisión evaluación y mejora de las medidas de prevención y control, para la gestión eficaz de los peligros y riesgos en el lugar de trabajo y también, para que los responsables de la seguridad y salud en el trabajo en la empresa, el Comité Paritario o Vigía de Seguridad y Salud en el Trabajo según correspon­da, puedan cumplir de manera satisfactoria con sus funciones. 	La resolución tiene por objeto establecer las obligaciones y requisitos mínimos para investigar tanto los incidentes como los accidentes de trabajo, con el fin de identificar las causas, hechos y situaciones que los generaron e implementar las medidas correctivas que eliminen o minimicen las condiciones de riesgo y eviten su recurrencia.	0	0	1
Ocurre un cuasi-accidente sin lesión en una MiPyme. ¿Debo investigar un incidente aunque no haya lesión?	Establecer obligaciones y requisitos mínimos para realizar la investigación de incidentes y accidentes de trabajo, con el fin de identificar las causas, hechos y situaciones que los han generado, e implementar las medidas correctivas encaminadas a eliminar o minimizar condiciones de riesgo y evitar su recurrencia.	No constituye acoso laboral la evaluación del desempeño de los subalternos conforme a indicadores objetivos y generales de rendimiento, ni la formulación de circulares o memorandos dirigidos a solicitar exigencias técnicas o mejorar la eficiencia laboral, siempre que estas exigencias estén justificadas y fundadas en criterios objetivos y no discriminatorios.	1	0	0
Trabajador sufre fractura de fémur al caer en la empresa. ¿Ese accidente se clasifica como grave?	Para efecto de lo previsto en la presente resolución, se adoptan las siguientes definiciones:   Incidente de trabajo: Suceso acaecido en el curso del trabajo o en relación con este, que tuvo el potencial de ser un accidente, en el que hubo personas involucradas sin que sufrieran lesiones o se presentaran daños a la propiedad y/o pérdida en los procesos.   Investigación de accidente o incidente: Proceso sistemático de determinación y ordenación de causas, hechos o situaciones que generaron o favorecieron la ocurrencia del accidente o incidente, que se realiza con el objeto de prevenir su repetición, mediante el control de los riesgos que lo produjeron.   Causas básicas: Causas reales que se manifiestan detrás de los síntomas; razones por las cuales ocurren los actos y condiciones subestándares o inseguros; factores que una vez identificados permiten un control administrativo significativo.   Las causas básicas ayudan a explicar por qué se cometen actos subestándares o inseguros y por qué existen condiciones subestándares o inseguras.   Causas inmediatas: Circunstancias que se presentan justamente antes del contacto; por lo general son observables o se hacen sentir. Se clasifican en actos subestándares o actos inseguros (comportamientos que podrían dar paso a la ocurrencia de un accidente o incidente) y condiciones subestándares o condiciones inseguras (circunstancias que podrían dar paso a la ocurrencia de un accidente o incidente).   Aportantes: Empleadores públicos y privados, contratantes de personal bajo modalidad de contrato civil, comercial o administrativo; a las organizaciones de economía solidaria y del sector cooperativo, a las agremiaciones u asociaciones autorizadas para realizar la afiliación colectiva de trabajadores independientes al Sistema de Seguridad Social Integral.   Accidente grave: Aquel que trae como consecuencia amputación de cualquier segmento corporal; fractura de huesos largos (fémur, tibia, peroné, húmero, radio y cúbito); trauma craneoencefálico; quemaduras de segundo y tercer grado; lesiones severas de mano, tales como aplastamiento o quemaduras; lesiones severas de columna vertebral con compromiso de médula espinal; lesiones oculares que comprometan la agudeza o el campo visual o lesiones que comprometan la capacidad auditiva.	La norma define como accidente grave, entre otros supuestos, aquel que produce fractura de huesos largos como el fémur, la tibia, el peroné, el húmero, el radio o el cúbito, además de amputaciones, trauma craneoencefálico, quemaduras de segundo y tercer grado, lesiones severas de mano o columna, y lesiones oculares o auditivas que comprometan la capacidad visual o auditiva. Una fractura de fémur encaja directamente en esta definición.	1	1	1
Trabajador sufre fractura de fémur al caer en la empresa. ¿Ese accidente se clasifica como grave?	10. Dirección de la Seguridad y Salud en el Trabajo (SST) en las Empresas: Debe ga­rantizar la disponibilidad de personal responsable de la seguridad y la salud en el trabajo, cuyo perfil deberá ser acorde con lo establecido con la normatividad vigente y los están­dares mínimos que para tal efecto determine el Ministerio del Trabajo quienes deberán, entre otras: 10.1. Planear, organizar, dirigir, desarrollar y aplicar el Sistema de Gestión de la Se­guridad y Salud en el Trabajo (SG-SST), y como mínimo una (1) vez al año, realizar su evaluación; 10.2. Informar a la alta dirección sobre el funcionamiento y los resultados del Sistema de Gestión de la Seguridad y Salud en el Trabajo (SG-SST), y; 10.3. Promover la participación de todos los miembros de la empresa en la implemen­tación del Sistema de Gestión de la Seguridad y Salud en el Trabajo (SG-SST); 	La norma define como accidente grave, entre otros supuestos, aquel que produce fractura de huesos largos como el fémur, la tibia, el peroné, el húmero, el radio o el cúbito, además de amputaciones, trauma craneoencefálico, quemaduras de segundo y tercer grado, lesiones severas de mano o columna, y lesiones oculares o auditivas que comprometan la capacidad visual o auditiva. Una fractura de fémur encaja directamente en esta definición.	0	0	1
Trabajador sufre fractura de fémur al caer en la empresa. ¿Ese accidente se clasifica como grave?	Para efecto de lo previsto en la presente resolución, se adoptan las siguientes definiciones:   Incidente de trabajo: Suceso acaecido en el curso del trabajo o en relación con este, que tuvo el potencial de ser un accidente, en el que hubo personas involucradas sin que sufrieran lesiones o se presentaran daños a la propiedad y/o pérdida en los procesos.   Investigación de accidente o incidente: Proceso sistemático de determinación y ordenación de causas, hechos o situaciones que generaron o favorecieron la ocurrencia del accidente o incidente, que se realiza con el objeto de prevenir su repetición, mediante el control de los riesgos que lo produjeron.   Causas básicas: Causas reales que se manifiestan detrás de los síntomas; razones por las cuales ocurren los actos y condiciones subestándares o inseguros; factores que una vez identificados permiten un control administrativo significativo.   Las causas básicas ayudan a explicar por qué se cometen actos subestándares o inseguros y por qué existen condiciones subestándares o inseguras.   Causas inmediatas: Circunstancias que se presentan justamente antes del contacto; por lo general son observables o se hacen sentir. Se clasifican en actos subestándares o actos inseguros (comportamientos que podrían dar paso a la ocurrencia de un accidente o incidente) y condiciones subestándares o condiciones inseguras (circunstancias que podrían dar paso a la ocurrencia de un accidente o incidente).   Aportantes: Empleadores públicos y privados, contratantes de personal bajo modalidad de contrato civil, comercial o administrativo; a las organizaciones de economía solidaria y del sector cooperativo, a las agremiaciones u asociaciones autorizadas para realizar la afiliación colectiva de trabajadores independientes al Sistema de Seguridad Social Integral.   Accidente grave: Aquel que trae como consecuencia amputación de cualquier segmento corporal; fractura de huesos largos (fémur, tibia, peroné, húmero, radio y cúbito); trauma craneoencefálico; quemaduras de segundo y tercer grado; lesiones severas de mano, tales como aplastamiento o quemaduras; lesiones severas de columna vertebral con compromiso de médula espinal; lesiones oculares que comprometan la agudeza o el campo visual o lesiones que comprometan la capacidad auditiva.	Se entiende por acoso laboral toda conducta persistente y demostrable ejercida sobre un trabajador por parte de un empleador, jefe, compañero o subalterno, encaminada a infundir miedo, intimidación, terror o angustia, causar perjuicio laboral, generar desmotivación o inducir la renuncia. La ley reconoce, entre otras modalidades, el maltrato laboral, la persecución laboral, la discriminación laboral, el entorpecimiento laboral, la inequidad laboral y la desprotección laboral.	1	0	0
Ocurre un accidente el lunes y la empresa no sabe el plazo para investigarlo. ¿En cuánto tiempo debo investigar un accidente de trabajo?	Los aportantes definidos en el artículo anterior tienen las siguientes obligaciones: Investigar todos los incidentes y accidentes de trabajo dentro de los quince (15) días siguientes a su ocurrencia, a través del equipo investigador, conforme lo determina la presente resolución.	Los aportantes deben investigar todos los incidentes y accidentes de trabajo dentro de los quince días siguientes a su ocurrencia, a través del equipo investigador conforme lo determina la resolución.	1	1	1
Ocurre un accidente el lunes y la empresa no sabe el plazo para investigarlo. ¿En cuánto tiempo debo investigar un accidente de trabajo?	Accidente de trabajo. Es accidente de trabajo todo suceso repentino que sobrevenga por causa o con ocasión del trabajo, y que produzca en el trabajador una lesión orgánica, una perturbación funcional o psiquiátrica, una invalidez o la muerte. Es también accidente de trabajo aquel que se produce durante la ejecución de órdenes del empleador, o contratante durante la ejecución de una labor bajo su autoridad, aún fuera del lugar y horas de trabajo. NOTA: El texto subrayado fue declarado EXEQUIBLE por la Corte Constitucional mediante Sentencia C-509 de 2014. Igualmente se considera accidente de trabajo el que se produzca durante el traslado de los trabajadores o contratistas desde su residencia a los lugares de trabajo o viceversa, cuando el transporte lo suministre el empleador. NOTA: El texto subrayado fue declarado EXEQUIBLE por la Corte Constitucional mediante Sentencia C-509 de 2014. También se considerará como accidente de trabajo el ocurrido durante el ejercicio de la función sindical aunque el trabajador se encuentre en permiso sindical siempre que el accidente se produzca en cumplimiento de dicha función. De igual forma se considera accidente de trabajo el que se produzca por la ejecución de actividades recreativas, deportivas o culturales, cuando se actúe por cuenta o en representación del empleador o de la empresa usuaria cuando se trate de trabajadores de empresas de servicios temporales que se encuentren en misión.	Los aportantes deben investigar todos los incidentes y accidentes de trabajo dentro de los quince días siguientes a su ocurrencia, a través del equipo investigador conforme lo determina la resolución.	0	0	1
Ocurre un accidente el lunes y la empresa no sabe el plazo para investigarlo. ¿En cuánto tiempo debo investigar un accidente de trabajo?	Los aportantes definidos en el artículo anterior tienen las siguientes obligaciones: Investigar todos los incidentes y accidentes de trabajo dentro de los quince (15) días siguientes a su ocurrencia, a través del equipo investigador, conforme lo determina la presente resolución.	Debe realizarse una evaluación médica ocupacional de egreso cuando termina la relación laboral, con el fin de valorar y registrar las condiciones de salud con las que el trabajador se retira de sus funciones. El empleador debe informarle sobre el trámite para realizarla, y si se detecta una presunta enfermedad laboral no diagnosticada, debe elaborar y presentar el reporte correspondiente a las entidades administradoras.	1	0	0
MiPyme de 6 trabajadores sin COPASST ni encargado de salud ocupacional. ¿Quién integra el equipo investigador si mi empresa es muy pequeña?	Equipo investigador. El aportante debe conformar un equipo para la investigación de todos los incidentes y accidentes de trabajo, integrado como mínimo por el jefe inmediato o supervisor del trabajador accidentado o del área donde ocurrió el incidente, un representante del Comité Paritario de Salud Ocupacional o el Vigía Ocupacional y el encargado del desarrollo del programa de salud ocupacional. Cuando el aportante no tenga la estructura anterior, deberá conformar un equipo investigador integrado por trabajadores capacitados para tal fin.   Cuando el accidente se considere grave o produzca la muerte, en la investigación deberá participar un profesional con licencia en Salud Ocupacional, propio o contratado, así como el personal de la empresa encargado del diseño de normas, procesos y/o mantenimiento.   Parágrafo. Los aportantes podrán apoyarse en personal experto interno o externo, para determinar las causas y establecer las medidas correctivas del caso.	El equipo investigador debe integrarse, como mínimo, por el jefe inmediato o supervisor del trabajador accidentado, un representante del Comité Paritario o el Vigía Ocupacional y el encargado del programa de salud ocupacional. Cuando la empresa no cuente con esa estructura, debe conformar un equipo investigador integrado por trabajadores capacitados para tal fin, y puede apoyarse en personal experto interno o externo para determinar las causas.	1	1	1
MiPyme de 6 trabajadores sin COPASST ni encargado de salud ocupacional. ¿Quién integra el equipo investigador si mi empresa es muy pequeña?	Medidas de prevención y control frente a peligros/riesgos identificados. Criterios: Ejecutar las actividades de prevención y control de peligros y/o riesgos, con base en el resultado de la identificación de peligros, la evaluación y valoración de los riesgos. Modo de verificación: Solicitar documento soporte con acciones ejecutadas	El equipo investigador debe integrarse, como mínimo, por el jefe inmediato o supervisor del trabajador accidentado, un representante del Comité Paritario o el Vigía Ocupacional y el encargado del programa de salud ocupacional. Cuando la empresa no cuente con esa estructura, debe conformar un equipo investigador integrado por trabajadores capacitados para tal fin, y puede apoyarse en personal experto interno o externo para determinar las causas.	0	0	1
MiPyme de 6 trabajadores sin COPASST ni encargado de salud ocupacional. ¿Quién integra el equipo investigador si mi empresa es muy pequeña?	Equipo investigador. El aportante debe conformar un equipo para la investigación de todos los incidentes y accidentes de trabajo, integrado como mínimo por el jefe inmediato o supervisor del trabajador accidentado o del área donde ocurrió el incidente, un representante del Comité Paritario de Salud Ocupacional o el Vigía Ocupacional y el encargado del desarrollo del programa de salud ocupacional. Cuando el aportante no tenga la estructura anterior, deberá conformar un equipo investigador integrado por trabajadores capacitados para tal fin.   Cuando el accidente se considere grave o produzca la muerte, en la investigación deberá participar un profesional con licencia en Salud Ocupacional, propio o contratado, así como el personal de la empresa encargado del diseño de normas, procesos y/o mantenimiento.   Parágrafo. Los aportantes podrán apoyarse en personal experto interno o externo, para determinar las causas y establecer las medidas correctivas del caso.	El SG-SST es de obligatorio cumplimiento para todos los empleadores públicos y privados, sin distinción de su tamaño, y cubre también a contratantes bajo modalidad civil, comercial o administrativa, organizaciones solidarias, cooperativas y empresas de servicios temporales, así como a los trabajadores dependientes, contratistas, cooperados y en misión. El tamaño reducido de la empresa no la exime de implementarlo.	1	0	0
Ocurre un accidente mortal en la empresa. ¿En cuánto tiempo debo enviar el informe a la ARL?	Remisión de investigaciones. El aportante debe remitir a la Administradora de Riesgos Profesionales a la que se encuentre afiliado, dentro de los quince (15) días siguientes a la ocurrencia del evento, el informe de investigación del accidente de trabajo mortal y de los accidentes graves definidos en el artículo 3º de la presente resolución.   Recibida la investigación por la Administradora de Riesgos Profesionales, esta la evaluará, complementará y emitirá concepto sobre el evento correspondiente, determinando las acciones de prevención que debe implementar el aportante, en un plazo no superior a quince (15) días hábiles.   Cuando el accidente de trabajo sea mortal, la Administradora de Riesgos Profesionales remitirá el informe dentro de los diez (10) días hábiles siguientes a la emisión del concepto, junto con la investigación y copia del informe del accidente de trabajo, a la Dirección Territorial de Trabajo o a la Oficina Especial de Trabajo del Ministerio de la Protección Social, según sea el caso, a efecto de que se adelante la correspondiente investigación administrativa laboral y se impongan las sanciones a que hubiere lugar si fuere del caso.   Para efecto de la investigación del accidente de trabajo mortal, los formatos deben contener, como mínimo, los requisitos establecidos en la presente resolución.   La Dirección General de Riesgos Profesionales del Ministerio de la Protección Social podrá solicitar, en cualquier tiempo, los informes de que trata el presente artículo.	El aportante debe remitir a su Administradora de Riesgos Profesionales el informe de investigación dentro de los quince días siguientes a la ocurrencia del evento, tratándose de accidentes de trabajo mortales o de los accidentes graves definidos en la resolución. La ARL evaluará el informe y emitirá concepto sobre las acciones de prevención a implementar en un plazo no superior a quince días hábiles.	1	1	1
Ocurre un accidente mortal en la empresa. ¿En cuánto tiempo debo enviar el informe a la ARL?	El Comité de Medicina, Higiene y Seguridad Industrial se reunirá por lo menos una vez al mes en el local de la empresa y durante el horario de trabajo.	El aportante debe remitir a su Administradora de Riesgos Profesionales el informe de investigación dentro de los quince días siguientes a la ocurrencia del evento, tratándose de accidentes de trabajo mortales o de los accidentes graves definidos en la resolución. La ARL evaluará el informe y emitirá concepto sobre las acciones de prevención a implementar en un plazo no superior a quince días hábiles.	0	0	1
Ocurre un accidente mortal en la empresa. ¿En cuánto tiempo debo enviar el informe a la ARL?	Remisión de investigaciones. El aportante debe remitir a la Administradora de Riesgos Profesionales a la que se encuentre afiliado, dentro de los quince (15) días siguientes a la ocurrencia del evento, el informe de investigación del accidente de trabajo mortal y de los accidentes graves definidos en el artículo 3º de la presente resolución.   Recibida la investigación por la Administradora de Riesgos Profesionales, esta la evaluará, complementará y emitirá concepto sobre el evento correspondiente, determinando las acciones de prevención que debe implementar el aportante, en un plazo no superior a quince (15) días hábiles.   Cuando el accidente de trabajo sea mortal, la Administradora de Riesgos Profesionales remitirá el informe dentro de los diez (10) días hábiles siguientes a la emisión del concepto, junto con la investigación y copia del informe del accidente de trabajo, a la Dirección Territorial de Trabajo o a la Oficina Especial de Trabajo del Ministerio de la Protección Social, según sea el caso, a efecto de que se adelante la correspondiente investigación administrativa laboral y se impongan las sanciones a que hubiere lugar si fuere del caso.   Para efecto de la investigación del accidente de trabajo mortal, los formatos deben contener, como mínimo, los requisitos establecidos en la presente resolución.   La Dirección General de Riesgos Profesionales del Ministerio de la Protección Social podrá solicitar, en cualquier tiempo, los informes de que trata el presente artículo.	El Comité debe reunirse al menos una vez al mes, en el local de la empresa y durante el horario de trabajo.	1	0	0
Empresa está redactando el informe de un accidente ocurrido. ¿Qué debe contener la descripción del accidente en el informe?	Descripción del accidente o incidente. El informe deberá contener un relato completo y detallado de los hechos relacionados con el accidente o incidente, de acuerdo con la inspección realizada al sitio de trabajo y las versiones de los testigos, involucrando todo aquello que se considere importante o que aporte información para determinar las causas específicas del accidente o incidente, tales como cuándo ocurrió, dónde se encontraba el trabajador, qué actividad estaba realizando y qué pasó, por qué realizaba la actividad, para qué, con quién se encontraba, cómo sucedió.   Para obtener la información, el aportante puede acudir al reconocimiento del área involucrada, entrevista a testigos, fotografías, videos, diagramas, revisión de documentos y demás técnicas que se consideren necesarias.	El informe debe contener un relato completo y detallado de los hechos relacionados con el accidente o incidente, con base en la inspección del sitio de trabajo y las versiones de los testigos, incluyendo cuándo ocurrió, dónde se encontraba el trabajador, qué actividad realizaba, por qué y para qué la realizaba, con quién se encontraba y cómo sucedió.	1	1	1
Empresa está redactando el informe de un accidente ocurrido. ¿Qué debe contener la descripción del accidente en el informe?	El em­pleador o contratante debe definir los requisitos de conocimiento y práctica en seguridad y salud en el trabajo necesarios para sus trabajadores, también debe adoptar y mantener disposiciones para que estos los cumplan en todos los aspectos de la ejecución de sus de­beres u obligaciones, con el fin de prevenir accidentes de trabajo y enfermedades laborales. Para ello, debe desarrollar un programa de capacitación que proporcione conocimiento para identificar los peligros y controlar los riesgos relacionados con el trabajo, hacerlo extensivo a todos los niveles de la organización incluyendo a trabajadores dependientes, contratistas, trabajadores cooperados y los trabajadores en misión, estar documentado, ser impartido por personal idóneo conforme a la normatividad vigente. 	El informe debe contener un relato completo y detallado de los hechos relacionados con el accidente o incidente, con base en la inspección del sitio de trabajo y las versiones de los testigos, incluyendo cuándo ocurrió, dónde se encontraba el trabajador, qué actividad realizaba, por qué y para qué la realizaba, con quién se encontraba y cómo sucedió.	0	0	1
Empresa está redactando el informe de un accidente ocurrido. ¿Qué debe contener la descripción del accidente en el informe?	Descripción del accidente o incidente. El informe deberá contener un relato completo y detallado de los hechos relacionados con el accidente o incidente, de acuerdo con la inspección realizada al sitio de trabajo y las versiones de los testigos, involucrando todo aquello que se considere importante o que aporte información para determinar las causas específicas del accidente o incidente, tales como cuándo ocurrió, dónde se encontraba el trabajador, qué actividad estaba realizando y qué pasó, por qué realizaba la actividad, para qué, con quién se encontraba, cómo sucedió.   Para obtener la información, el aportante puede acudir al reconocimiento del área involucrada, entrevista a testigos, fotografías, videos, diagramas, revisión de documentos y demás técnicas que se consideren necesarias.	No constituye acoso laboral la evaluación del desempeño de los subalternos conforme a indicadores objetivos y generales de rendimiento, ni la formulación de circulares o memorandos dirigidos a solicitar exigencias técnicas o mejorar la eficiencia laboral, siempre que estas exigencias estén justificadas y fundadas en criterios objetivos y no discriminatorios.	1	0	0
Un jefe intimida constantemente a un trabajador. ¿Qué se considera acoso laboral?	Definición y modalidades de acoso laboral. Para efectos de la presente ley se entenderá por acoso laboral toda conducta persistente y demostrable, ejercida sobre un empleado, trabajador por parte de un empleador, un jefe o superior jerárquico inmediato o mediato, un compañero de trabajo o un subalterno, encaminada a infundir miedo, intimidación, terror y angustia, a causar perjuicio laboral, generar desmotivación en el trabajo, o inducir la renuncia del mismo.   En el contexto del inciso primero de este artículo, el acoso laboral puede darse, entre otras, bajo las siguientes modalidades generales:   1. Maltrato laboral. Todo acto de violencia contra la integridad física o moral, la libertad física o sexual y los bienes de quien se desempeñe como empleado o trabajador; toda expresión verbal injuriosa o ultrajante que lesione la integridad moral o los derechos a la intimidad y al buen nombre de quienes participen en una relación de trabajo de tipo laboral o todo comportamiento tendiente a menoscabar la autoestima y la dignidad de quien participe en una relación de trabajo de tipo laboral.   2. Persecución laboral: Toda conducta cuyas características de reiteración o evidente arbitrariedad permitan inferir el propósito de inducir la renuncia del empleado o trabajador, mediante la descalificación, la carga excesiva de trabajo y cambios permanentes de horario que puedan producir desmotivación laboral.   3. Discriminación laboral: (Modificado por el art. 74, Ley 1622 de 2013), todo trato diferenciado por razones de raza, género, origen familiar o nacional, credo religioso, preferencia política o situación social o que carezca de toda razonabilidad desde el punto de vista laboral.   4. Entorpecimiento laboral: Toda acción tendiente a obstaculizar el cumplimiento de la labor o hacerla más gravosa o retardarla con perjuicio para el trabajador o empleado. Constituyen acciones de entorpecimiento laboral, entre otras, la privación, ocultación o inutilización de los insumos, documentos o instrumentos para la labor, la destrucción o pérdida de información, el ocultamiento de correspondencia o mensajes electrónicos.   5. Inequidad laboral: Asignación de funciones a menosprecio del trabajador.   6. Desprotección laboral: Toda conducta tendiente a poner en riesgo la integridad y la seguridad del trabajador mediante órdenes o asignación de funciones sin el cumplimiento de los requisitos mínimos de protección y seguridad para el trabajador.	Se entiende por acoso laboral toda conducta persistente y demostrable ejercida sobre un trabajador por parte de un empleador, jefe, compañero o subalterno, encaminada a infundir miedo, intimidación, terror o angustia, causar perjuicio laboral, generar desmotivación o inducir la renuncia. La ley reconoce, entre otras modalidades, el maltrato laboral, la persecución laboral, la discriminación laboral, el entorpecimiento laboral, la inequidad laboral y la desprotección laboral.	1	1	1
Un jefe intimida constantemente a un trabajador. ¿Qué se considera acoso laboral?	4. Definición de Recursos: Debe definir y asignar los recursos financieros, técnicos y el personal necesario para el diseño, implementación, revisión evaluación y mejora de las medidas de prevención y control, para la gestión eficaz de los peligros y riesgos en el lugar de trabajo y también, para que los responsables de la seguridad y salud en el trabajo en la empresa, el Comité Paritario o Vigía de Seguridad y Salud en el Trabajo según correspon­da, puedan cumplir de manera satisfactoria con sus funciones. 	Se entiende por acoso laboral toda conducta persistente y demostrable ejercida sobre un trabajador por parte de un empleador, jefe, compañero o subalterno, encaminada a infundir miedo, intimidación, terror o angustia, causar perjuicio laboral, generar desmotivación o inducir la renuncia. La ley reconoce, entre otras modalidades, el maltrato laboral, la persecución laboral, la discriminación laboral, el entorpecimiento laboral, la inequidad laboral y la desprotección laboral.	0	0	1
Un jefe intimida constantemente a un trabajador. ¿Qué se considera acoso laboral?	Definición y modalidades de acoso laboral. Para efectos de la presente ley se entenderá por acoso laboral toda conducta persistente y demostrable, ejercida sobre un empleado, trabajador por parte de un empleador, un jefe o superior jerárquico inmediato o mediato, un compañero de trabajo o un subalterno, encaminada a infundir miedo, intimidación, terror y angustia, a causar perjuicio laboral, generar desmotivación en el trabajo, o inducir la renuncia del mismo.   En el contexto del inciso primero de este artículo, el acoso laboral puede darse, entre otras, bajo las siguientes modalidades generales:   1. Maltrato laboral. Todo acto de violencia contra la integridad física o moral, la libertad física o sexual y los bienes de quien se desempeñe como empleado o trabajador; toda expresión verbal injuriosa o ultrajante que lesione la integridad moral o los derechos a la intimidad y al buen nombre de quienes participen en una relación de trabajo de tipo laboral o todo comportamiento tendiente a menoscabar la autoestima y la dignidad de quien participe en una relación de trabajo de tipo laboral.   2. Persecución laboral: Toda conducta cuyas características de reiteración o evidente arbitrariedad permitan inferir el propósito de inducir la renuncia del empleado o trabajador, mediante la descalificación, la carga excesiva de trabajo y cambios permanentes de horario que puedan producir desmotivación laboral.   3. Discriminación laboral: (Modificado por el art. 74, Ley 1622 de 2013), todo trato diferenciado por razones de raza, género, origen familiar o nacional, credo religioso, preferencia política o situación social o que carezca de toda razonabilidad desde el punto de vista laboral.   4. Entorpecimiento laboral: Toda acción tendiente a obstaculizar el cumplimiento de la labor o hacerla más gravosa o retardarla con perjuicio para el trabajador o empleado. Constituyen acciones de entorpecimiento laboral, entre otras, la privación, ocultación o inutilización de los insumos, documentos o instrumentos para la labor, la destrucción o pérdida de información, el ocultamiento de correspondencia o mensajes electrónicos.   5. Inequidad laboral: Asignación de funciones a menosprecio del trabajador.   6. Desprotección laboral: Toda conducta tendiente a poner en riesgo la integridad y la seguridad del trabajador mediante órdenes o asignación de funciones sin el cumplimiento de los requisitos mínimos de protección y seguridad para el trabajador.	Los miembros del Comité son elegidos por un periodo de un año, al cabo del cual pueden ser reelegidos.	1	0	0
Un jefe hace comentarios humillantes frente a otros trabajadores repetidamente. ¿Qué conductas hacen presumir acoso laboral?	Conductas que constituyen acoso laboral. Se presumirá que hay acoso laboral si se acredita la ocurrencia repetida y pública de cualquiera de las siguientes conductas:   a) Los actos de agresión física, independientemente de sus consecuencias;   b) Las expresiones injuriosas o ultrajantes sobre la persona, con utilización de palabras soeces o con alusión a la raza, el género, el origen familiar o nacional, la preferencia política o el estatus social;   c) Los comentarios hostiles y humillantes de descalificación profesional expresados en presencia de los compañeros de trabajo;   d) Las injustificadas amenazas de despido expresadas en presencia de los compañeros de trabajo;   e) Las múltiples denuncias disciplinarias de cualquiera de los sujetos activos del acoso, cuya temeridad quede demostrada por el resultado de los respectivos procesos disciplinarios;   f) La descalificación humillante y en presencia de los compañeros de trabajo de las propuestas u opiniones de trabajo;   g) las burlas sobre la apariencia física o la forma de vestir, formuladas en público;   h) La alusión pública a hechos pertenecientes a la intimidad de la persona;   i) La imposición de deberes ostensiblemente extraños a las obligaciones laborales, las exigencias abiertamente desproporcionadas sobre el cumplimiento de la labor encomendada y el brusco cambio del lugar de trabajo o de la labor contratada sin ningún fundamento objetivo referente a la necesidad técnica de la empresa;   j) La exigencia de laborar en horarios excesivos respecto a la jornada laboral contratada o legalmente establecida, los cambios sorpresivos del turno laboral y la exigencia permanente de laborar en dominicales y días festivos sin ningún fundamento objetivo en las necesidades de la empresa, o en forma discriminatoria respecto a los demás trabajadores o empleados;   k) El trato notoriamente discriminatorio respecto a los demás empleados en cuanto al otorgamiento de derechos y prerrogativas laborales y la imposición de deberes laborales;   l) La negativa a suministrar materiales e información absolutamente indispensables para el cumplimiento de la labor;   m) La negativa claramente injustificada a otorgar permisos, licencias por enfermedad, licencias ordinarias y vacaciones, cuando se dan las condiciones legales, reglamentarias o convencionales para pedirlos;   n) El envío de anónimos, llamadas telefónicas y mensajes virtuales con contenido injurioso, ofensivo o intimidatorio o el sometimiento a una situación de aislamiento social.   En los demás casos no enumerados en este artículo, la autoridad competente valorará, según las circunstancias del caso y la gravedad de las conductas denunciadas, la ocurrencia del acoso laboral descrito en el artículo 2°.   Excepcionalmente un sólo acto hostil bastará para acreditar el acoso laboral. La autoridad competente apreciará tal circunstancia, según la gravedad de la conducta denunciada y su capacidad de ofender por sí sola la dignidad humana, la vida e integridad física, la libertad sexual y demás derechos fundamentales.   Cuando las conductas descritas en este artículo tengan ocurrencias en privado, deberán ser demostradas por los medios de prueba reconocidos en la ley procesal civil.	Se presume que hay acoso laboral cuando se acredita la ocurrencia repetida y pública de conductas como agresiones físicas, expresiones injuriosas o ultrajantes, comentarios hostiles o humillantes de descalificación profesional, amenazas injustificadas de despido, burlas sobre la apariencia física, exigencias desproporcionadas, cambios de horario o de lugar de trabajo sin fundamento, trato discriminatorio, o negativa injustificada a suministrar información o a otorgar permisos y licencias, entre otras conductas listadas en la norma. En casos excepcionales, un solo acto hostil puede bastar para acreditar el acoso si es lo bastante grave.	1	1	1
